deleteFlag,deliverTime,discountRate,englishName,imgLink,indexIsShow,isDiscount,isExtension,isPreSale,isPutSale,isSellOut,limitBuyCount,proDetail,proName,proPrePrice,proPrice,productId,saleTime,updateTime,videoLink,
2,1556553600000,89,TCTD2 T-shirt - UNITE,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224305787672.jpg,2,1,2,1,1,2,,   汤姆克兰西全境封锁2 UNITE T恤育碧官方正版授权，FANTHFUL设计开发材质：棉尺码：S / M / L / XL / XXL 款式：UNITE   ,育碧 汤姆克兰西全境封锁2 T恤 - UNITE,99.0,88.0,6103,,1552624314000,
2,1557417600000,86,TCTD2 Mouth Mask,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224305296626.jpg,2,1,2,1,1,2,,  汤姆克兰西全境封锁2 口罩育碧官方正版授权，FANTHFUL设计开发材质：棉规格：展开尺寸23*13.5cm商品先行预售，后续补充实物图，欢迎咨询预订！  ,育碧 汤姆克兰西全境封锁2 口罩,29.0,25.0,6102,,1552624314000,
2,1556553600000,88,TCTD2 Mouse Pads Set,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224004939767.jpg,2,1,2,1,1,2,, 汤姆克兰西全境封锁2 鼠标垫套装育碧官方正版授权，FANTHFUL设计开发材质：超纤布规格：盒装，大：80*40cm，小：30*22cm商品先行预售，后续补充实物图，欢迎咨询预订！ ,育碧 汤姆克兰西全境封锁2 鼠标垫套装,119.0,105.0,6101,,1552624315000,
2,1556553600000,88,TCTD2 USB Charging Cable 3 in 1,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224305116462.jpg,2,1,2,1,1,2,, 汤姆克兰西全境封锁2 多接口充电线育碧官方正版授权，FANTHFUL设计开发材质：锌合金、编织线规格：盒装，线长1.2m商品先行预售，后续补充实物图，欢迎咨询预订！ ,育碧 汤姆克兰西全境封锁2 多接口充电线,59.0,52.0,6100,,1552624316000,
2,1557417600000,88,TCTD2 Gaming Keycap,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190315111801466150.jpg,2,1,2,1,1,2,,   汤姆克兰西全境封锁2 键帽育碧官方正版授权，FANTHFUL设计开发材质：铝合金尺寸：1.6*1.4*0.7cm适用于机械键盘十字轴，Cherry MX轴商品先行预售，后续补充实物图，欢迎咨询预订！   ,育碧 汤姆克兰西全境封锁2 计算机键帽,169.0,149.0,6099,,1552624317000,
2,1556553600000,88,TCTD2 Keychain,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224005332490.jpg,2,1,2,1,1,2,,  汤姆克兰西全境封锁2 金属钥匙扣育碧官方正版授权，FANTHFUL设计开发材质：锌合金、铁尺寸：125mm*41mm  ,育碧 汤姆克兰西全境封锁2 金属钥匙扣,49.0,43.0,6098,,1552624318000,
2,1556553600000,89,TCTD2 Sport Armband,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224004993618.jpg,2,1,2,1,1,2,,  汤姆克兰西全境封锁2 臂包育碧官方正版授权，FANTHFUL设计开发材质：TPU/潜水料尺寸：17cm*9cm  ,育碧 汤姆克兰西全境封锁2 特工臂包,79.0,70.0,6097,,1552624319000,
2,1556553600000,90,TCTD2 Portable Power,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224305270712.jpg,2,1,2,1,1,2,,  汤姆克兰西全境封锁2 暗区充电宝育碧官方正版授权，FANTHFUL设计开发电池容量：10000mAh电源输出：DC 5V/2A、DC 5V/1A电源输入：DC 5V/2A  ,育碧 汤姆克兰西全境封锁2 暗区充电宝 移动电源,199.0,180.0,6096,,1552624320000,
2,1556553600000,88,TCTD2 Mobile Phone Case,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190314224004965958.jpg,2,1,2,1,1,2,,  汤姆克兰西全境封锁2 手机壳育碧官方正版授权，FANTHFUL设计开发材质：PC+TPU规格：铁盒包装可供选购型号：iPhone 6/6S、6/6S Plus、7/8、7/8 Plus、X/XS、XR、XS Max 和 HUAWEI P20*图片仅供参考，不同手机型号存在差异，以相应型号实物为准！  ,育碧 汤姆克兰西全境封锁2 手机壳,59.0,52.0,6095,,1552624320000,
2,,,Overwatch - Pharah Pixel T-shirt,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217235005674395.jpg,2,0,2,2,1,2,,  暴雪守望先锋Overwatch T恤欧洲品牌Level Up Wear官方原装正版款式：像素法老之鹰尺码：S、M、L、XL、XXL（欧美标准，请参考尺码表选购）*衣服图片与实物会存在色差，请以实物为准！  ,暴雪守望先锋角色像素款T恤 - 法老之鹰,148.0,148.0,6094,,1552624099000,
